match_id,ElapsedTime,SetNo,P1GamesWon,P2GamesWon,SetWinner,GameNo,GameWinner,PointNumber,PointWinner,PointServer,Speed_KMH,Rally,P1Score,P2Score,P1Momentum,P2Momentum,P1PointsWon,P2PointsWon,P1Ace,P2Ace,P1Winner,P2Winner,P1DoubleFault,P2DoubleFault,P1UnfErr,P2UnfErr,P1NetPoint,P2NetPoint,P1NetPointWon,P2NetPointWon,P1BreakPoint,P2BreakPoint,P1BreakPointWon,P2BreakPointWon,P1FirstSrvIn,P2FirstSrvIn,P1FirstSrvWon,P2FirstSrvWon,P1SecondSrvIn,P2SecondSrvIn,P1SecondSrvWon,P2SecondSrvWon,P1ForcedError,P2ForcedError,History,Speed_MPH,P1BreakPointMissed,P2BreakPointMissed,ServeIndicator,Serve_Direction,Winner_FH,Winner_BH,P1TurningPoint,P2TurningPoint,source_file,ServingTo,ServeNumber,WinnerType,WinnerShotType,P1DistanceRun,P2DistanceRun,RallyCount,ServeWidth,ServeDepth,ReturnDepth,prob_p1_match_mc,prob_p2_match_mc
2019-wimbledon-1701,0:06:14,1.0,1.0,1.0,0,3.0,0,13,2.0,2.0,197.0,,15,40,11.0,14.0,6.0,7.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,12030.0,123.0,0,0,2,,,,,,data/2019-wimbledon-points.csv,,1.0,0,0,3.049,3.126,1.0,W,CTL,,0.40625,0.59375
2019-wimbledon-1701,0:06:34,1.0,1.0,1.0,0,3.0,0,14,1.0,2.0,193.0,,30,40,13.0,13.0,7.0,7.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,21030.0,120.0,0,0,2,,,,,,data/2019-wimbledon-points.csv,,1.0,0,0,14.093,10.34,4.0,W,NCTL,ND,0.375,0.625
2019-wimbledon-1701,0:06:58,1.0,1.0,2.0,0,3.0,2,15,2.0,2.0,175.0,,0,0,11.0,16.0,7.0,8.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,12022.0,109.0,0,0,1,,,,,,data/2019-wimbledon-points.csv,,1.0,0,0,17.886,14.363,5.0,C,NCTL,ND,0.40625,0.59375
2019-wimbledon-1701,0:08:39,1.0,1.0,2.0,0,4.0,0,16,2.0,1.0,0.0,,0,15,7.0,17.0,7.0,9.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,15000.0,0.0,0,0,1,,,,,,data/2019-wimbledon-points.csv,,0.0,0,0,0.958,1.371,0.0,W,CTL,,0.421875,0.578125
2019-wimbledon-1701,0:09:28,1.0,1.0,2.0,0,4.0,0,17,1.0,1.0,181.0,,15,15,8.0,15.0,8.0,9.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,21020.0,113.0,0,0,1,,,,,,data/2019-wimbledon-points.csv,,2.0,0,0,35.768,29.243,11.0,BC,NCTL,D,0.328125,0.671875
2019-wimbledon-1701,0:10:26,1.0,1.0,2.0,0,4.0,0,18,1.0,1.0,143.0,,30,15,10.0,14.0,9.0,9.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,21030.0,89.0,0,0,1,,,,,,data/2019-wimbledon-points.csv,,2.0,0,0,18.276,19.125,5.0,B,NCTL,D,0.484375,0.515625
2019-wimbledon-1701,0:11:26,1.0,1.0,2.0,0,4.0,0,19,1.0,1.0,193.0,,40,15,12.0,13.0,10.0,9.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,21030.0,120.0,0,0,1,,,,,,data/2019-wimbledon-points.csv,,1.0,0,0,17.298,16.998,5.0,BW,NCTL,ND,0.4375,0.5625
2019-wimbledon-1701,0:11:54,1.0,1.0,2.0,0,4.0,0,20,2.0,1.0,164.0,,40,30,12.0,16.0,10.0,10.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,21010.0,102.0,0,0,1,,,,,,data/2019-wimbledon-points.csv,,2.0,0,F,15.498,20.696,6.0,B,NCTL,ND,0.390625,0.609375
2019-wimbledon-1701,0:12:39,1.0,1.0,2.0,0,4.0,0,21,2.0,1.0,149.0,,40,40,10.0,17.0,10.0,11.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,12020.0,93.0,0,0,1,,,,,,data/2019-wimbledon-points.csv,,2.0,0,0,7.726,7.114,2.0,B,NCTL,ND,0.40625,0.59375
2019-wimbledon-1701,0:13:27,1.0,1.0,2.0,0,4.0,0,22,1.0,1.0,197.0,,AD,40,12.0,16.0,11.0,11.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,22030.0,123.0,0,0,1,,,,,,data/2019-wimbledon-points.csv,,1.0,0,0,2.119,3.971,1.0,C,CTL,ND,0.328125,0.671875
2019-wimbledon-1701,0:13:49,1.0,1.0,2.0,0,4.0,0,23,2.0,1.0,194.0,,40,40,12.0,19.0,11.0,12.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,,,,,,,,,,,21010.0,121.0,0,0,1,,,,,,data/2019-wimbledon-points.csv,,1.0,0,F,12.833,12.367,4.0,W,NCTL,ND,0.375,0.625
2019-wimbledon-1701,0:14:22,1.0,1.0,2.0,0,4.0,0,24,1.0,1.0,194.0,,AD,40,15.0,19.0,12.0,12.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,14000.0,121.0,0,0,1,,,,,,data/2019-wimbledon-points.csv,,1.0,S,0,2.393,2.911,1.0,B,NCTL,ND,0.265625,0.734375
2019-wimbledon-1701,0:14:44,1.0,1.0,2.0,0,4.0,0,25,2.0,1.0,193.0,,40,40,15.0,22.0,12.0,13.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,21010.0,120.0,0,0,1,,,,,,data/2019-wimbledon-points.csv,,1.0,0,F,23.477,23.644,8.0,BW,NCTL,ND,0.296875,0.703125
2019-wimbledon-1701,0:15:23,1.0,1.0,2.0,0,4.0,0,26,2.0,1.0,140.0,,40,AD,13.0,23.0,12.0,14.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,12020.0,87.0,0,0,1,,,,,,data/2019-wimbledon-points.csv,,2.0,0,0,6.169,10.618,2.0,BC,NCTL,ND,0.390625,0.609375
2019-wimbledon-1701,0:16:11,1.0,1.0,2.0,0,4.0,0,27,1.0,1.0,148.0,,40,40,14.0,21.0,13.0,14.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,,,,,,,,,,,21020.0,92.0,0,1,1,,,,,,data/2019-wimbledon-points.csv,,2.0,0,0,28.768,27.739,9.0,B,NCTL,ND,0.359375,0.640625
2019-wimbledon-1701,0:17:23,1.0,1.0,2.0,0,4.0,0,28,1.0,1.0,197.0,,AD,40,17.0,21.0,14.0,14.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,12010.0,123.0,0,0,1,,,,,,data/2019-wimbledon-points.csv,,1.0,0,B,8.17,7.414,3.0,C,NCTL,ND,0.234375,0.765625
2019-wimbledon-1701,0:17:48,1.0,2.0,2.0,0,4.0,1,29,1.0,1.0,191.0,,0,0,21.0,20.0,15.0,14.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,22032.0,119.0,0,0,2,,,,,,data/2019-wimbledon-points.csv,,1.0,0,0,34.566,35.979,13.0,C,NCTL,D,0.28125,0.71875
2019-wimbledon-1701,0:18:35,1.0,2.0,2.0,0,5.0,0,30,1.0,2.0,170.0,,15,0,22.0,18.0,16.0,14.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,21020.0,106.0,0,0,2,,,,,,data/2019-wimbledon-points.csv,,1.0,0,0,6.086,3.59,2.0,W,CTL,ND,0.34375,0.65625
2019-wimbledon-1701,0:18:54,1.0,2.0,2.0,0,5.0,0,31,1.0,2.0,188.0,,30,0,23.0,16.0,17.0,14.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,21020.0,117.0,0,0,2,,,,,,data/2019-wimbledon-points.csv,,1.0,0,0,7.29,6.432,2.0,C,NCTL,ND,0.359375,0.640625
2019-wimbledon-1701,0:19:16,1.0,2.0,2.0,0,5.0,0,32,2.0,2.0,177.0,,30,15,22.0,18.0,17.0,15.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,11030.0,110.0,0,0,2,,,,,,data/2019-wimbledon-points.csv,,1.0,0,0,5.175,4.135,1.0,W,NCTL,D,0.4375,0.5625
2019-wimbledon-1701,0:19:36,1.0,2.0,2.0,0,5.0,0,33,2.0,2.0,188.0,,30,30,21.0,20.0,17.0,16.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,12030.0,117.0,0,0,2,,,,,,data/2019-wimbledon-points.csv,,1.0,0,0,3.505,2.787,1.0,W,CTL,,0.296875,0.703125
2019-wimbledon-1701,0:19:56,1.0,2.0,2.0,0,5.0,0,34,2.0,2.0,194.0,,30,40,20.0,22.0,17.0,17.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,11030.0,121.0,0,0,2,,,,,,data/2019-wimbledon-points.csv,,1.0,0,0,4.51,3.363,1.0,W,CTL,D,0.375,0.625
2019-wimbledon-1701,0:20:15,1.0,2.0,3.0,0,5.0,2,35,2.0,2.0,189.0,,0,0,19.0,26.0,17.0,18.0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,,,,,,,,,,,12032.0,118.0,0,0,1,,,,,,data/2019-wimbledon-points.csv,,1.0,0,0,17.5,20.31,5.0,C,CTL,D,0.28125,0.71875
2019-wimbledon-1701,0:21:55,1.0,2.0,3.0,0,6.0,0,36,1.0,1.0,173.0,,15,0,20.0,24.0,18.0,18.0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,,,,,,,,,,,22020.0,108.0,0,0,1,,,,,,data/2019-wimbledon-points.csv,,1.0,0,0,24.571,23.492,7.0,W,NCTL,ND,0.296875,0.703125
2019-wimbledon-1701,0:22:27,1.0,2.0,3.0,0,6.0,0,37,1.0,1.0,175.0,,30,0,23.0,24.0,19.0,18.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,11410.0,109.0,0,0,1,,,,,,data/2019-wimbledon-points.csv,,2.0,0,F,35.47,34.576,11.0,C,NCTL,D,0.34375,0.65625
2019-wimbledon-1701,0:23:23,1.0,2.0,3.0,0,6.0,0,38,2.0,1.0,159.0,,30,15,21.0,25.0,19.0,19.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,11020.0,99.0,0,0,1,,,,,,data/2019-wimbledon-points.csv,,2.0,0,0,4.285,6.121,2.0,C,NCTL,ND,0.296875,0.703125
2019-wimbledon-1701,0:24:01,1.0,2.0,3.0,0,6.0,0,39,1.0,1.0,194.0,,40,15,25.0,25.0,20.0,19.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,13000.0,121.0,0,0,1,,,,,,data/2019-wimbledon-points.csv,,1.0,0,0,0.978,1.388,1.0,C,NCTL,,0.3125,0.6875
2019-wimbledon-1701,0:24:21,1.0,3.0,3.0,0,6.0,1,40,1.0,1.0,172.0,,0,0,29.0,24.0,21.0,19.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,22032.0,107.0,0,0,2,,,,,,data/2019-wimbledon-points.csv,,2.0,0,0,11.732,14.983,3.0,BW,NCTL,ND,0.34375,0.65625
2019-wimbledon-1701,0:25:04,1.0,3.0,3.0,0,7.0,0,41,2.0,2.0,201.0,,0,15,28.0,26.0,21.0,20.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,11030.0,125.0,0,0,2,,,,,,data/2019-wimbledon-points.csv,,1.0,0,0,31.615,30.412,9.0,C,NCTL,D,0.421875,0.578125
2019-wimbledon-1701,0:25:36,1.0,3.0,3.0,0,7.0,0,42,2.0,2.0,189.0,,0,30,28.0,29.0,21.0,21.0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,,,,,,,,,,,22410.0,118.0,0,0,2,,,,,,data/2019-wimbledon-points.csv,,1.0,0,B,18.599,14.044,5.0,C,NCTL,ND,0.390625,0.609375
2019-wimbledon-1701,0:26:01,1.0,3.0,3.0,0,7.0,0,43,2.0,2.0,167.0,,0,40,28.0,32.0,21.0,22.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,21510.0,104.0,0,0,2,,,,,,data/2019-wimbledon-points.csv,,1.0,0,F,24.455,21.71,7.0,W,NCTL,ND,0.359375,0.640625
2019-wimbledon-1701,0:26:28,1.0,3.0,4.0,0,7.0,2,44,2.0,2.0,164.0,,0,0,28.0,37.0,21.0,23.0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,,,,,,,,,,,21412.0,102.0,0,0,1,,,,,,data/2019-wimbledon-points.csv,,2.0,0,F,9.05,13.786,5.0,W,NCTL,,0.328125,0.671875
2019-wimbledon-1701,0:28:16,1.0,3.0,4.0,0,8.0,0,45,1.0,1.0,168.0,,15,0,30.0,36.0,22.0,23.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,21030.0,105.0,0,0,1,,,,,,data/2019-wimbledon-points.csv,,2.0,0,0,1.388,2.577,1.0,W,CTL,,0.34375,0.65625
2019-wimbledon-1701,0:28:47,1.0,3.0,4.0,0,8.0,0,46,1.0,1.0,152.0,,30,0,33.0,36.0,23.0,23.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,12010.0,95.0,0,0,1,,,,,,data/2019-wimbledon-points.csv,,2.0,0,B,16.292,19.123,7.0,BW,NCTL,ND,0.296875,0.703125
2019-wimbledon-1701,0:29:29,1.0,3.0,4.0,0,8.0,0,47,2.0,1.0,151.0,,30,15,33.0,39.0,23.0,24.0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,,,,,,,,,,,21510.0,94.0,0,0,1,,,,,,data/2019-wimbledon-points.csv,,2.0,0,F,10.265,12.414,4.0,BC,CTL,D,0.28125,0.71875
2019-wimbledon-1701,0:30:33,1.0,3.0,4.0,0,8.0,0,48,1.0,1.0,191.0,,40,15,35.0,38.0,24.0,24.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,22030.0,119.0,0,0,1,,,,,,data/2019-wimbledon-points.csv,,1.0,0,0,2.113,2.685,1.0,BW,NCTL,,0.234375,0.765625
2019-wimbledon-1701,0:30:55,1.0,4.0,4.0,0,8.0,1,49,1.0,1.0,193.0,,0,0,40.0,38.0,25.0,24.0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,,,,,,,,,,,11512.0,120.0,0,0,2,,,,,,data/2019-wimbledon-points.csv,,1.0,0,F,35.529,37.058,9.0,BC,NCTL,D,0.328125,0.671875
2019-wimbledon-1701,0:31:36,1.0,4.0,4.0,0,9.0,0,50,2.0,2.0,151.0,,0,15,39.0,40.0,25.0,25.0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,,,,,,,,,,,12030.0,94.0,0,0,2,,,,,,data/2019-wimbledon-points.csv,,2.0,0,0,40.885,35.94,13.0,C,NCTL,ND,0.328125,0.671875
2019-wimbledon-1701,0:32:25,1.0,4.0,4.0,0,9.0,0,51,2.0,2.0,141.0,,0,30,39.0,43.0,25.0,26.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,21010.0,88.0,0,0,2,,,,,,data/2019-wimbledon-points.csv,,2.0,0,F,12.458,8.038,3.0,W,CTL,ND,0.328125,0.671875
2019-wimbledon-1701,0:32:57,1.0,4.0,4.0,0,9.0,0,52,2.0,2.0,197.0,,0,40,39.0,46.0,25.0,27.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,24000.0,123.0,0,0,2,,,,,,data/2019-wimbledon-points.csv,,1.0,S,0,2.085,1.862,1.0,BW,CTL,ND,0.46875,0.53125
2019-wimbledon-1701,0:33:24,1.0,4.0,4.0,0,9.0,0,53,1.0,2.0,140.0,,15,40,41.0,45.0,26.0,27.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,22030.0,87.0,0,0,2,,,,,,data/2019-wimbledon-points.csv,,2.0,0,0,7.519,6.174,2.0,BW,NCTL,D,0.5,0.5
2019-wimbledon-1701,0:33:55,1.0,4.0,4.0,0,9.0,0,54,1.0,2.0,154.0,,30,40,43.0,44.0,27.0,27.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,22030.0,96.0,0,0,2,,,,,,data/2019-wimbledon-points.csv,,2.0,0,0,6.617,5.672,2.0,BW,NCTL,ND,0.375,0.625
2019-wimbledon-1701,0:34:29,1.0,4.0,5.0,0,9.0,2,55,2.0,2.0,196.0,,0,0,43.0,50.0,27.0,28.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,23002.0,122.0,0,0,1,,,,,,data/2019-wimbledon-points.csv,,1.0,0,0,0.649,1.251,1.0,C,NCTL,,0.265625,0.734375
2019-wimbledon-1701,0:36:03,1.0,4.0,5.0,0,10.0,0,56,2.0,1.0,149.0,,0,15,43.0,53.0,27.0,29.0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,,,,,,,,,,,22410.0,93.0,0,0,1,,,,,,data/2019-wimbledon-points.csv,,2.0,0,B,30.887,23.128,8.0,B,NCTL,D,0.375,0.625
2019-wimbledon-1701,0:36:54,1.0,4.0,5.0,0,10.0,0,57,2.0,1.0,141.0,,0,30,43.0,56.0,27.0,30.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,21010.0,88.0,0,0,1,,,,,,data/2019-wimbledon-points.csv,,2.0,0,F,45.658,42.547,14.0,B,NCTL,D,0.359375,0.640625
2019-wimbledon-1701,0:38:02,1.0,4.0,5.0,0,10.0,0,58,1.0,1.0,178.0,,15,30,47.0,56.0,28.0,30.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,13000.0,111.0,0,0,1,,,,,,data/2019-wimbledon-points.csv,,1.0,0,0,1.034,1.835,1.0,W,CTL,,0.34375,0.65625
2019-wimbledon-1701,0:38:28,1.0,4.0,5.0,0,10.0,0,59,1.0,1.0,194.0,,30,30,50.0,56.0,29.0,30.0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,,,,,,,,,,,12010.0,121.0,0,0,1,,,,,,data/2019-wimbledon-points.csv,,1.0,0,B,9.696,8.366,3.0,BW,NCTL,ND,0.34375,0.65625
2019-wimbledon-1701,0:39:00,1.0,4.0,5.0,0,10.0,0,60,1.0,1.0,197.0,,40,30,53.0,56.0,30.0,30.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,14000.0,123.0,0,0,1,,,,,,data/2019-wimbledon-points.csv,,1.0,S,0,1.85,3.163,1.0,C,CTL,ND,0.203125,0.796875
2019-wimbledon-1701,0:39:23,1.0,4.0,5.0,0,10.0,0,61,2.0,1.0,0.0,,40,40,49.0,57.0,30.0,31.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,15000.0,0.0,0,0,1,,,,,,data/2019-wimbledon-points.csv,,0.0,0,0,0.8,1.656,0.0,BC,CTL,,0.1875,0.8125
2019-wimbledon-1701,0:40:03,1.0,4.0,5.0,0,10.0,0,62,1.0,1.0,186.0,,AD,40,50.0,55.0,31.0,31.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,22020.0,116.0,0,0,1,,,,,,data/2019-wimbledon-points.csv,,1.0,0,0,9.989,14.012,3.0,W,CTL,D,0.25,0.75
2019-wimbledon-1701,0:40:33,1.0,5.0,5.0,0,10.0,1,63,1.0,1.0,189.0,,0,0,54.0,54.0,32.0,31.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,21032.0,118.0,0,0,2,,,,,,data/2019-wimbledon-points.csv,,1.0,0,0,27.877,23.689,9.0,B,NCTL,ND,0.265625,0.734375
2019-wimbledon-1701,0:41:23,1.0,5.0,5.0,0,11.0,0,64,2.0,2.0,177.0,,0,15,54.0,58.0,32.0,32.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,23000.0,110.0,0,0,2,,,,,,data/2019-wimbledon-points.csv,,1.0,0,0,0.859,1.292,1.0,W,CTL,,0.375,0.625
2019-wimbledon-1701,0:41:55,1.0,5.0,5.0,0,11.0,0,65,1.0,2.0,165.0,,15,15,56.0,57.0,33.0,32.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,21030.0,103.0,0,0,2,,,,,,data/2019-wimbledon-points.csv,,2.0,0,0,8.815,10.028,2.0,BC,NCTL,ND,0.328125,0.671875
2019-wimbledon-1701,0:42:28,1.0,5.0,5.0,0,11.0,0,66,1.0,2.0,164.0,,30,15,59.0,57.0,34.0,32.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,12010.0,102.0,0,0,2,,,,,,data/2019-wimbledon-points.csv,,2.0,0,B,41.258,38.605,12.0,B,NCTL,D,0.359375,0.640625
2019-wimbledon-1701,0:43:17,1.0,5.0,5.0,0,11.0,0,67,2.0,2.0,170.0,,30,30,58.0,59.0,34.0,33.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,11030.0,106.0,0,0,2,,,,,,data/2019-wimbledon-points.csv,,2.0,0,0,31.326,35.773,9.0,BC,NCTL,ND,0.234375,0.765625
